State,County,FIPSCodes,Diabetes,LeisureInactivity,Obesity
Nebraska,Saline,31087,8.8,29.7,31.9
Nebraska,Sarpy,31089,8.2,20.2,28.4
Nebraska,Saunders,31091,8.2,26.3,29.3
Nebraska,ScottsBluff,31093,10.5,25.6,33.3
Nebraska,Seward,31095,7.7,25.1,28.7
Nebraska,Sheridan,31097,11.1,32.2,29.2
Nebraska,Sherman,31099,9.6,32.7,32.7
Nebraska,Sioux,31101,8.2,27.3,29.7
Nebraska,Stanton,31103,9.3,28.4,33.8
Nebraska,Thayer,31105,12,30.4,32.2
Nebraska,Thomas,31107,9.4,31.9,32
Nebraska,Thurston,31109,16,31.4,40.7
Nebraska,Valley,31111,10.5,26.2,30.8
Nebraska,Washington,31113,8.4,22.1,31.2
Nebraska,Wayne,31115,7.1,26.3,28.6
Nebraska,Webster,31117,10.2,34.9,30.9
Nebraska,Wheeler,31119,9.6,29.1,27.8
Nebraska,York,31121,8.6,25.2,32
Nevada,Churchill,31123,9.9,24.6,31.6
Nevada,Clark,31125,8.7,21.7,24.9
Nevada,Douglas,31127,8.4,15.9,21.9
Nevada,Elko,31129,8.1,20.1,32.1
Nevada,Esmeralda,31131,10.2,24.3,27.4
Nevada,Eureka,31133,8.5,23.3,26
Nevada,Humboldt,31135,7.1,20.2,25.9
Nevada,Lander,31137,7.9,20.8,29.4
Nevada,Lincoln,31139,8.9,22.3,24.7
Nevada,Lyon,31141,9.6,24.8,28.4
Nevada,Mineral,31143,10.7,28.4,26.9
Nevada,Nye,31145,10.4,28.3,29.1
Nevada,Pershing,31147,8.8,20.8,31
Nevada,Storey,31149,9.3,23.9,25.2
Nevada,Washoe,31151,6.8,15.7,22.2
Nevada,WhitePine,31153,8.7,23.9,24.8
Nevada,Carson,31155,8.8,17.9,23
NewHampshire,Belknap,31157,9.8,21.7,29.5
NewHampshire,Carroll,31159,9.9,20.1,23.8
NewHampshire,Cheshire,31161,8.8,19.8,25.4
NewHampshire,Coos,31163,11.5,27.4,31.3
NewHampshire,Grafton,31165,8.7,17.9,26.7
NewHampshire,Hillsborough,31167,9,21.2,27.2
NewHampshire,Merrimack,31169,8.4,19.6,27.6
NewHampshire,Rockingham,31171,8.6,19.2,25.7
NewHampshire,Strafford,31173,10.2,22.7,30.5
NewHampshire,Sullivan,31175,9.1,23.8,26.6
NewJersey,Atlantic,31177,10.1,25.5,26.8
NewJersey,Bergen,31179,7.2,22.5,20.8
NewJersey,Burlington,31181,9.7,24.2,27
NewJersey,Camden,31183,9.7,26.9,28.3
NewJersey,CapeMay,31185,11.2,23.4,26.3
NewJersey,Cumberland,32001,11.8,29.1,33.9
NewJersey,Essex,32003,9.8,27.1,26.5
NewJersey,Gloucester,32005,10.7,25.6,28.6
NewJersey,Hudson,32007,7.6,25.6,23.6
NewJersey,Hunterdon,32009,6.6,18.1,20.6
NewJersey,Mercer,32011,9.6,22.8,23.7
NewJersey,Middlesex,32013,8.8,24.7,22.6
NewJersey,Monmouth,32015,8.7,20.4,23
NewJersey,Morris,32017,7.9,19.7,21.4
NewJersey,Ocean,32019,11.2,26.9,26.8
NewJersey,Passaic,32021,8.8,24.8,23.6
NewJersey,Salem,32023,11.6,27.5,32.3
NewJersey,Somerset,32027,7.8,21.1,21.3
NewJersey,Sussex,32029,8.5,24.2,24.6
NewJersey,Union,32031,8.7,25.8,23.7
NewJersey,Warren,32033,9.1,24.4,26.6
NewMexico,Bernalillo,32510,6.3,16.5,19.7
NewMexico,Catron,33001,10,26.6,22.7
NewMexico,Chaves,33003,10.8,26.3,31
NewMexico,Cibola,33005,13,25.3,32.7
NewMexico,Colfax,33007,9.4,22.1,25.9
NewMexico,Curry,33009,8.9,25.9,28.6
NewMexico,DeBaca,33011,9.5,29.5,24.6
NewMexico,DonaAna,33013,7.6,19.3,23.8
NewMexico,Eddy,33015,10.5,25.5,31.4
NewMexico,Grant,33017,8.4,21.1,21.8
NewMexico,Guadalupe,33019,8,22.8,28
NewMexico,Harding,34001,10.6,27.8,24.9
NewMexico,Hidalgo,34003,8.8,24.3,26.8
NewMexico,Lea,34005,8.3,33.9,33.3
NewMexico,Lincoln,34007,8.8,24.1,21.9
NewMexico,LosAlamos,34009,7.1,14.9,20
NewMexico,Luna,34011,9.6,23.2,24.8
NewMexico,McKinley,34013,13.4,23,35.4
NewMexico,Mora,34015,10.1,22.7,23.3
NewMexico,Otero,34017,9.6,22.7,23.5
NewMexico,Quay,34019,9.4,27.7,29.7
NewMexico,RioArriba,34021,9,21.6,24.6
NewMexico,Roosevelt,34023,8.3,26.5,26.9
NewMexico,Sandoval,34025,7.9,18.7,24.2
NewMexico,SanJuan,34027,9.5,23.2,30.2
NewMexico,SanMiguel,34029,9.1,19.2,21.9
NewMexico,SantaFe,34031,5.1,11.9,14.2
NewMexico,Sierra,34033,10.7,25.1,21.3
NewMexico,Socorro,34035,8.5,20.9,26.8
NewMexico,Taos,34037,7.5,14.1,18
NewMexico,Torrance,34039,9.5,25.7,26
NewMexico,Union,34041,7.6,27.2,27.5
NewMexico,Valencia,35001,8.8,23.1,28.9
NewYork,Albany,35003,9.7,22.3,25.8
NewYork,Allegany,35005,10.9,23.6,30.6
NewYork,Bronx,35006,10.4,28.5,28
NewYork,Broome,35007,10.5,21.1,26.8
NewYork,Cattaraugus,35009,11.2,28.9,28.6
NewYork,Cayuga,35011,10.5,22.2,28.6
NewYork,Chautauqua,35013,9.8,26.5,25.9
NewYork,Chemung,35015,10.7,24.8,30.7
NewYork,Chenango,35017,10.9,26.7,32.8
NewYork,Clinton,35019,9.3,25.9,32.5
NewYork,Columbia,35021,10.2,22.2,25.6
NewYork,Cortland,35023,8.7,22.4,26.6
NewYork,Delaware,35025,10.5,27.9,26
NewYork,Dutchess,35027,9.9,20.7,26.1
NewYork,Erie,35028,9.8,22.8,28.7
NewYork,Essex,35029,10.5,24.1,26.9
NewYork,Franklin,35031,10.7,26.4,30.7
NewYork,Fulton,35033,11.4,23.4,29.4
NewYork,Genesee,35035,10.4,23.9,29.2
NewYork,Greene,35037,9.6,27.1,30.2
NewYork,Hamilton,35039,12.1,24.2,26.7
NewYork,Herkimer,35041,10.3,24.2,31
NewYork,Jefferson,35043,9.2,26.3,29.6
NewYork,Kings,35045,10.2,25.3,22.7
NewYork,Lewis,35047,11.6,24.5,27.2
NewYork,Livingston,35049,10.5,22.4,27.8
NewYork,Madison,35051,9.1,23,28.2
NewYork,Monroe,35053,9.5,21.2,28.6
NewYork,Montgomery,35055,9.2,23.4,27.2
NewYork,Nassau,35057,8.3,23,22.4
NewYork,NewYork,35059,6.8,16,14.7
NewYork,Niagara,35061,11.5,23.7,30.1
NewYork,Oneida,36001,9.2,27.6,28.5
NewYork,Onondaga,36003,10.4,24.4,26.9
NewYork,Ontario,36005,9,18.2,29
NewYork,Orange,36007,10.3,24.5,24.5
NewYork,Orleans,36009,11,26.8,30.6
NewYork,Oswego,36011,9.8,26.9,32.9
NewYork,Otsego,36013,9.5,22.9,25.2
NewYork,Putnam,36015,8.7,22.3,29.4
NewYork,Queens,36017,9.9,27.1,23.7
NewYork,Rensselaer,36019,9.4,22.4,24.8
NewYork,Richmond,36021,10.2,27.5,27.7
NewYork,Rockland,36023,10.3,23.6,23.6
NewYork,StLawrence,36025,11.3,25.9,29.4
NewYork,Saratoga,36027,8.6,22.8,26
NewYork,Schenectady,36029,12.3,24.2,26.6
NewYork,Schoharie,36031,9.3,24.5,26.5
NewYork,Schuyler,36033,10,27.4,29.3
NewYork,Seneca,36035,9.3,25.9,29.1
NewYork,Steuben,36037,10.4,20.9,30.2
NewYork,Suffolk,36039,7.5,21.7,22.3
NewYork,Sullivan,36041,10.6,24,30
NewYork,Tioga,36043,10.6,25.9,31.5
NewYork,Tompkins,36045,8.1,24.4,23.8
NewYork,Ulster,36047,10.3,18.7,27
NewYork,Warren,36049,10,19.5,27.1
NewYork,Washington,36051,10.2,24.6,29
NewYork,Wayne,36053,9.6,23.2,29.6
NewYork,Westchester,36055,8.2,19.2,17.8
NewYork,Wyoming,36057,9.3,25.4,28.4
NewYork,Yates,36059,9.5,23.9,25.8
NorthCarolina,Alamance,36061,12.2,25.7,33.2
NorthCarolina,Alexander,36063,10.6,23.4,28.3
NorthCarolina,Alleghany,36065,11.3,31.5,23.5
NorthCarolina,Anson,36067,13.6,28.5,35.1
NorthCarolina,Ashe,36069,10,27.5,24.3
NorthCarolina,Avery,36071,10.1,25.7,25.7
NorthCarolina,Beaufort,36073,13.2,29.1,31.9
NorthCarolina,Bertie,36075,14.4,31.1,35.2
NorthCarolina,Bladen,36077,14.9,33.1,35.7
NorthCarolina,Brunswick,36079,11.3,22,29.1
NorthCarolina,Buncombe,36081,10,21.8,23.6
NorthCarolina,Burke,36083,12.8,29.2,31
NorthCarolina,Cabarrus,36085,9.6,23.8,29.3
NorthCarolina,Caldwell,36087,12.8,26.2,29.3
NorthCarolina,Camden,36089,11.2,24.8,31.3
NorthCarolina,Carteret,36091,11.4,29.7,28.1
NorthCarolina,Caswell,36093,13.3,29.5,33.9
NorthCarolina,Catawba,36095,11.4,29.5,28.5
NorthCarolina,Chatham,36097,10.5,22.6,25.6
NorthCarolina,Cherokee,36099,13.6,31.2,28.9
NorthCarolina,Chowan,36101,14.2,29,31.6
NorthCarolina,Clay,36103,11.2,29.3,26.4
NorthCarolina,Cleveland,36105,12.5,30.1,29.2
NorthCarolina,Columbus,36107,13.7,28,31.5
NorthCarolina,Craven,36109,10.8,27.6,30.4
NorthCarolina,Cumberland,36111,11.1,28.3,31.1
NorthCarolina,Currituck,36113,10.8,25.5,30.5
NorthCarolina,Dare,36115,9.4,24.9,27.8
NorthCarolina,Davidson,36117,11.2,32.5,29.9
NorthCarolina,Davie,36119,11.7,25.6,26.5
NorthCarolina,Duplin,36121,13.3,30.6,34
NorthCarolina,Durham,36123,9.2,20.1,28.8
NorthCarolina,Edgecombe,37001,15.4,30.3,39.7
NorthCarolina,Forsyth,37003,10.1,21.7,25.9
NorthCarolina,Franklin,37005,11.2,28.1,32.5
NorthCarolina,Gaston,37007,13.8,29.1,31.2
NorthCarolina,Gates,37009,12.8,29.6,34.3
NorthCarolina,Graham,37011,12.1,25,29.5
NorthCarolina,Granville,37013,12.2,25.9,33.3
NorthCarolina,Greene,37015,12.2,27.5,33.1
NorthCarolina,Guilford,37017,9.8,22,28.2
NorthCarolina,Halifax,37019,15.2,34.6,39.2
NorthCarolina,Harnett,37021,10.1,26.8,31
NorthCarolina,Haywood,37023,11,23.5,23.9
NorthCarolina,Henderson,37025,10.6,23.1,21.8
NorthCarolina,Hertford,37027,14.1,33.4,33.4
NorthCarolina,Hoke,37029,12,30,34.4
NorthCarolina,Hyde,37031,12.1,27,29.7
NorthCarolina,Iredell,37033,9.2,23.9,28.3
NorthCarolina,Jackson,37035,13.4,26.8,32.3
NorthCarolina,Johnston,37037,12.9,26.7,34.3
NorthCarolina,Jones,37039,16,30.1,34.3
NorthCarolina,Lee,37041,11.5,23.9,29.2
NorthCarolina,Lenoir,37043,15.1,34.1,35.3
NorthCarolina,Lincoln,37045,10.7,27.8,28.6
NorthCarolina,McDowell,37047,13.9,30.4,31.3
NorthCarolina,Macon,37049,10.3,23.3,24.2
NorthCarolina,Madison,37051,11.3,27.2,29
NorthCarolina,Martin,37053,15.5,32.5,35.8
NorthCarolina,Mecklenburg,37055,8.6,20.3,24.4
NorthCarolina,Mitchell,37057,12.6,30.9,30.4
NorthCarolina,Montgomery,37059,13.5,27.4,33
NorthCarolina,Moore,37061,12.3,26.6,27.8
NorthCarolina,Nash,37063,12.3,32.1,31.9
NorthCarolina,Newhanover,37065,9.3,19.9,25
NorthCarolina,Northampton,37067,15.1,34.4,35.6
NorthCarolina,Onslow,37069,8.4,23.9,27.5
NorthCarolina,Orange,37071,7.3,15.8,21.3
NorthCarolina,Pamlico,37073,14.4,27.3,30.4
NorthCarolina,Pasquotank,37075,14.1,28.2,34.5
NorthCarolina,Pender,37077,12.4,24.8,26.9
NorthCarolina,Perquimans,37079,14.6,26.5,33.8
NorthCarolina,Person,37081,12.5,29,33.3
NorthCarolina,Pitt,37083,8.9,24.5,37.1
NorthCarolina,Polk,37085,11,26.4,25.1
NorthCarolina,Randolph,37087,11.2,29.3,29.8
NorthCarolina,Richmond,37089,12.6,33,34.9
NorthCarolina,Robeson,37091,15.6,34.8,39.5
NorthCarolina,Rockingham,37093,13.6,33.3,34.2
NorthCarolina,Rowan,37095,12.8,30.2,34
NorthCarolina,Rutherford,37097,12.7,26.6,27.3
NorthCarolina,Sampson,37099,12.2,29.4,36.4
NorthCarolina,Scotland,37101,14.9,28,35.7
NorthCarolina,Stanly,37103,11.7,32.8,28.6
NorthCarolina,Stokes,37105,11.3,28.4,31.4
NorthCarolina,Surry,37107,13.7,30.6,31.3
NorthCarolina,Swain,37109,16.3,28.9,33
NorthCarolina,Transylvania,37111,10.3,21.2,24.1
NorthCarolina,Tyrrell,37113,13.3,27.3,31.4
NorthCarolina,Union,37115,8.5,19.4,26.8
NorthCarolina,Vance,37117,14.1,31.9,35.4
NorthCarolina,Wake,37119,7.3,18.1,25.3
NorthCarolina,Warren,37121,15.3,30,36.3
NorthCarolina,Washington,37123,14.6,29.4,33.8
NorthCarolina,Watauga,37125,9.7,21.7,25.3
NorthCarolina,Wayne,37127,12.1,27.8,32.1
NorthCarolina,Wilkes,37129,12.3,32.7,29.3
NorthCarolina,Wilson,37131,13,30.2,37.3
NorthCarolina,Yadkin,37133,9.7,28.2,30.1
NorthCarolina,Yancey,37135,11.6,26,27.1
NorthDakota,Adams,37137,11.6,26.3,30.4
NorthDakota,Barnes,37139,7.8,26.3,27.9
NorthDakota,Benson,37141,10.5,33.3,32.8
NorthDakota,Billings,37143,9.1,30.2,31.6
NorthDakota,Bottineau,37145,9.3,27.2,30.4
NorthDakota,Bowman,37147,10.3,26.6,30.7
NorthDakota,Burke,37149,9.4,31.6,28.6
NorthDakota,Burleigh,37151,7.8,19.9,28
NorthDakota,Cass,37153,7.2,20.9,26.6
NorthDakota,Cavalier,37155,10.4,26.5,27.8
NorthDakota,Dickey,37157,10.6,26.5,33.7
NorthDakota,Divide,37159,9.9,34.7,28.6
NorthDakota,Dunn,37161,10,35.1,28.5
NorthDakota,Eddy,37163,10.1,29.1,30.2
NorthDakota,Emmons,37165,11.4,34.8,30.6
NorthDakota,Foster,37167,10.4,33.5,28.4
NorthDakota,GoldenValley,37169,9.1,32.9,28.8
NorthDakota,GrandForks,37171,6.2,21.3,29
NorthDakota,Grant,37173,11.1,30.5,32.8
NorthDakota,Griggs,37175,11.2,28.6,30.8
NorthDakota,Hettinger,37177,9.9,25.6,26.9
NorthDakota,Kidder,37179,10.3,29.4,31.5
NorthDakota,LaMoure,37181,11.1,29.2,32.4
NorthDakota,Logan,37183,11.5,31.2,35.9
NorthDakota,McHenry,37185,8.8,31.1,28.4
NorthDakota,McIntosh,37187,10.9,33.3,31.6
NorthDakota,McKenzie,37189,9.1,28.6,30.6
NorthDakota,McLean,37191,10.6,28.3,29.9
NorthDakota,Mercer,37193,9.2,26.3,30
NorthDakota,Morton,37195,7.6,25.6,31.5
NorthDakota,Mountrail,37197,9.6,31.6,33.5
NorthDakota,Nelson,37199,10.6,30,27.7
NorthDakota,Oliver,38001,10.8,28.8,31.2
NorthDakota,Pembina,38003,12,30.1,31.8
NorthDakota,Pierce,38005,10.8,30.8,32.7
NorthDakota,Ramsey,38007,9.1,24.4,28.8
NorthDakota,Ransom,38009,10.6,31.1,30.8
NorthDakota,Renville,38011,10.4,28.7,28.8
NorthDakota,Richland,38013,8.5,25.6,31.7
NorthDakota,Rolette,38015,13.9,33.4,40
NorthDakota,Sargent,38017,9.8,32,32.3
NorthDakota,Sheridan,38019,12.5,30.4,29.5
NorthDakota,Sioux,38021,12.4,28,39.4
NorthDakota,Slope,38023,9.8,28.7,29.5
NorthDakota,Stark,38025,9.1,24.2,30.1
NorthDakota,Steele,38027,10.9,29.7,32.4
NorthDakota,Stutsman,38029,8.4,26.2,29.8
NorthDakota,Towner,38031,10.6,27.4,29
NorthDakota,Traill,38033,9.2,26.8,35.8
NorthDakota,Walsh,38035,10.6,30.1,32.1
NorthDakota,Ward,38037,8.3,26.8,30.9
NorthDakota,Wells,38039,11.6,30.9,30.9
NorthDakota,Williams,38041,8.2,29.1,30.3
Ohio,Adams,38043,10.7,32.3,29.6
Ohio,Allen,38045,13.6,30.2,36.8
Ohio,Ashland,38047,11.8,25.8,30
Ohio,Ashtabula,38049,12.7,31.7,32
Ohio,Athens,38051,10.9,24.2,29.9
Ohio,Auglaize,38053,11.7,27.3,34.1
Ohio,Belmont,38055,14.3,34.3,32
Ohio,Brown,38057,13.9,34.8,36.8
Ohio,Butler,38059,11.5,26.2,29.3
Ohio,Carroll,38061,12.7,28.5,31.8
Ohio,Champaign,38063,11.2,28.4,34.6
Ohio,Clark,38065,13.1,28.4,30.1
Ohio,Clermont,38067,10.5,26.9,27.8
Ohio,Clinton,38069,10.6,31.5,33.4
Ohio,Columbiana,38071,11.7,31.5,32.3
Ohio,Coshocton,38073,13.6,29.8,32.8
Ohio,Crawford,38075,13.3,34.3,35.3
Ohio,Cuyahoga,38077,11.2,25.5,28
Ohio,Darke,38079,11.6,34.6,33.7
Ohio,Defiance,38081,10.7,29.3,31.3
Ohio,Delaware,38083,8.7,21.6,26.5
Ohio,Erie,38085,11.2,24.2,29.4
Ohio,Fairfield,38087,9.6,26.3,30.6
Ohio,Fayette,38089,11.9,32.1,31.5
Ohio,Franklin,38091,9.6,23.9,29.5
Ohio,Fulton,38093,11.3,24.5,30.2
Ohio,Gallia,38095,13.4,33.3,32
Ohio,Geauga,38097,9.9,24.6,26.1
Ohio,Greene,38099,9.5,25.8,25.1
Ohio,Guernsey,38101,13.3,33.9,36.4
Ohio,Hamilton,38103,11.6,23.5,28.9
Ohio,Hancock,38105,10.9,23.1,31.4
Ohio,Hardin,39001,9.8,31.5,31.9
Ohio,Harrison,39003,12.9,28.6,28.5
Ohio,Henry,39005,11.1,23.5,31.6
Ohio,Highland,39007,12.5,30.8,33
Ohio,Hocking,39009,11.4,29.2,30.5
Ohio,Holmes,39011,9.4,24.6,26.6
Ohio,Huron,39013,10.4,33.7,34.9
Ohio,Jackson,39015,12.9,36.5,36.9
Ohio,Jefferson,39017,14.9,31.6,33.3
Ohio,Knox,39019,11.1,23.4,32.6
Ohio,Lake,39021,11.4,22.7,24.9
Ohio,Lawrence,39023,13.1,36.5,36.3
Ohio,Licking,39025,11.8,27,30.9
Ohio,Logan,39027,14.2,31,30.1
Ohio,Lorain,39029,11.2,23.3,30.4
Ohio,Lucas,39031,11.6,26.4,32.2
Ohio,Madison,39033,9.1,30.6,31.2
Ohio,Mahoning,39035,12.5,28,30.8
Ohio,Marion,39037,12.3,33.8,34.2
Ohio,Medina,39039,10.7,24.4,27.7
Ohio,Meigs,39041,14,29.2,36.2
Ohio,Mercer,39043,9.7,28.5,28.1
Ohio,Miami,39045,11,26.2,31.2
Ohio,Monroe,39047,12.6,30.2,34.2
Ohio,Montgomery,39049,13,24.8,30.3
Ohio,Morgan,39051,14.2,29.4,31.1
Ohio,Morrow,39053,12.2,29.1,33.8
Ohio,Muskingum,39055,12.1,32.7,32.1
Ohio,Noble,39057,13.3,30.9,33.4
Ohio,Ottawa,39059,12.3,28.3,32.6
Ohio,Paulding,39061,10.7,28.7,29
Ohio,Perry,39063,11.7,29.8,36.2
Ohio,Pickaway,39065,11.6,31.7,34.9
Ohio,Pike,39067,14.9,30.1,32.4
Ohio,Portage,39069,9.3,25,28.6
Ohio,Preble,39071,11.1,28.9,30.6
Ohio,Putnam,39073,10.6,25.9,31
Ohio,Richland,39075,11.4,28.9,33.5
Ohio,Ross,39077,12.2,29,35.8
Ohio,Sandusky,39079,12,29.7,34.7
Ohio,Scioto,39081,12.4,28.8,36.7
Ohio,Seneca,39083,11.3,27.5,32.3
Ohio,Shelby,39085,11.1,27.8,32.4
Ohio,Stark,39087,11.9,26.6,30.9
Ohio,Summit,39089,10,23.2,28
Ohio,Trumbull,39091,11.4,31.4,34.4
Ohio,Tuscarawas,39093,9.3,31.6,35.4
Ohio,Union,39095,10.9,25.1,33.6
Ohio,VanWert,39097,13,30.3,35.7
Ohio,Vinton,39099,12.6,32.7,30.4
Ohio,Warren,39101,9.3,20.4,26.3
Ohio,Washington,39103,12.1,30.3,33
Ohio,Wayne,39105,10.4,23.5,28.8
Ohio,Williams,39107,13.4,24.6,30.9
Ohio,Wood,39109,10.9,22.5,29.1
Ohio,Wyandot,39111,12.1,29.6,34.2
Oklahoma,Adair,39113,14.4,34,34.7
Oklahoma,Alfalfa,39115,13.8,38.4,33.9
Oklahoma,Atoka,39117,12.8,30.8,35.3
Oklahoma,Beaver,39119,12.1,31.5,35.9
Oklahoma,Beckham,39121,10.1,33.7,35.7
Oklahoma,Blaine,39123,13.2,34.9,34.1
Oklahoma,Bryan,39125,11.7,28.2,32.9
Oklahoma,Caddo,39127,11.5,37.3,34.8
Oklahoma,Canadian,39129,11.2,30.2,32.6
Oklahoma,Carter,39131,12.8,33.4,35.8
Oklahoma,Cherokee,39133,12.2,26.8,35.4
Oklahoma,Choctaw,39135,15.3,33.7,34.6
Oklahoma,Cimarron,39137,12.6,35.1,31.2
Oklahoma,Cleveland,39139,9.4,22.8,29.3
Oklahoma,Coal,39141,13.3,33.1,34
Oklahoma,Comanche,39143,11.3,29.1,33.4
Oklahoma,Cotton,39145,13.9,38.9,35.3
Oklahoma,Craig,39147,13.5,32,33.2
Oklahoma,Creek,39149,12.3,34.1,34.7
Oklahoma,Custer,39151,10.9,28.5,29.2
Oklahoma,Delaware,39153,15.5,35.2,32.5
Oklahoma,Dewey,39155,13.6,31.4,28.8
Oklahoma,Ellis,39157,12.7,33.9,32
Oklahoma,Garfield,39159,10.8,28.9,35.3
Oklahoma,Garvin,39161,12.3,33.7,32.9
Oklahoma,Grady,39163,10.9,31.4,36.9
Oklahoma,Grant,39165,13,38.4,36.9
Oklahoma,Greer,39167,11.7,36.5,31.1
Oklahoma,Harmon,39169,13.5,35.7,36.4
Oklahoma,Harper,39171,11.9,35,33.3
Oklahoma,Haskell,39173,14.8,37.3,34
Oklahoma,Hughes,39175,14.1,34.3,35.1
Oklahoma,Jackson,40001,11.8,34.5,34.1
Oklahoma,Jefferson,40003,13.3,33.7,38.2
Oklahoma,Johnston,40005,12.8,35.7,36
Oklahoma,Kay,40007,13.4,30.8,30.5
Oklahoma,Kingfisher,40009,11.3,28.8,31.7
Oklahoma,Kiowa,40011,14.6,33.8,31.6
Oklahoma,Latimer,40013,13,34.8,37.7
Oklahoma,LeFlore,40015,13.9,35.2,37
Oklahoma,Lincoln,40017,13,40.7,34.2
Oklahoma,Logan,40019,13.6,29,34.2
Oklahoma,Love,40021,12.3,33.4,32.5
Oklahoma,McClain,40023,11.4,27.3,31.3
Oklahoma,McCurtain,40025,12.4,36.2,35.5
Oklahoma,McIntosh,40027,15.3,36.2,35
Oklahoma,Major,40029,12.7,34.1,31.5
Oklahoma,Marshall,40031,13,40.5,34.3
Oklahoma,Mayes,40033,14.7,36.1,35.4
Oklahoma,Murray,40035,13.3,34.4,36.3
Oklahoma,Muskogee,40037,13.5,31.4,33.9
Oklahoma,Noble,40039,12,30.2,32.5
Oklahoma,Nowata,40041,13.2,30.9,33.7
Oklahoma,Okfuskee,40043,13.4,29.5,32.1
Oklahoma,Oklahoma,40045,10.5,28.8,30.2
Oklahoma,Okmulgee,40047,13.3,36.2,34.9
Oklahoma,Osage,40049,12.8,31.5,35.3
Oklahoma,Ottawa,40051,14.2,36.1,33
Oklahoma,Pawnee,40053,14.2,35.6,35.4
Oklahoma,Payne,40055,7.5,26.1,28.2
Oklahoma,Pittsburg,40057,14.3,34.7,32.9
Oklahoma,Pontotoc,40059,10.5,32.6,35.4
Oklahoma,Pottawatomie,40061,13.3,31.8,37.2
Oklahoma,Pushmataha,40063,16.1,32.1,31.7
Oklahoma,RogerMills,40065,12.7,37.4,31.9
Oklahoma,Rogers,40067,10.9,27.7,30.7
Oklahoma,Seminole,40069,13.6,38.8,37.5
Oklahoma,Sequoyah,40071,13.9,35.8,37.4
Oklahoma,Stephens,40073,12.5,32.5,30.8
Oklahoma,Texas,40075,9.2,28.8,31.5
Oklahoma,Tillman,40077,12.6,33.4,33.6
Oklahoma,Tulsa,40079,10.3,27.6,30.5
Oklahoma,Wagoner,40081,14.2,29.7,32.3
Oklahoma,Washington,40083,13.1,29.3,28.6
Oklahoma,Washita,40085,11.8,33,37.7
Oklahoma,Woods,40087,10.7,32.4,32.1
Oklahoma,Woodward,40089,10.8,29.6,33.4
Oregon,Baker,40091,9.9,20.6,24.3
Oregon,Benton,40093,6.2,15.3,20.8
Oregon,Clackamas,40095,8.7,14.9,26.2
Oregon,Clatsop,40097,10.3,18,28.4
Oregon,Columbia,40099,10.4,19.3,30.3
Oregon,Coos,40101,10.4,22,30.3
Oregon,Crook,40103,10.3,18.2,26.7
Oregon,Curry,40105,11.7,20.9,29.3
Oregon,Deschutes,40107,7.3,15,23
Oregon,Douglas,40109,12.2,20.8,34.3
Oregon,Gilliam,40111,10.4,18.3,27.1
Oregon,Grant,40113,11,20.2,25
Oregon,Harney,40115,11.6,19.9,30.7
Oregon,HoodRiver,40117,7.9,14.8,22.3
Oregon,Jackson,40119,9.4,17.4,24.7
Oregon,Jefferson,40121,8.6,17.9,30.4
Oregon,Josephine,40123,11,19.7,25.9
Oregon,Klamath,40125,9.7,18.9,29.1
Oregon,Lake,40127,10,17.3,32.3
Oregon,Lane,40129,8.6,15.2,28.1
Oregon,Lincoln,40131,12.3,18.3,28.4
Oregon,Linn,40133,10,20,31.3
Oregon,Malheur,40135,9.1,19.2,30.6
Oregon,Marion,40137,9.6,16.8,33.9
Oregon,Morrow,40139,9.1,21.6,27.1
Oregon,Multnomah,40141,7.6,13.6,22.1
Oregon,Polk,40143,10,17.7,31.4
Oregon,Sherman,40145,10.2,19.4,27.1
Oregon,Tillamook,40147,9.2,20.1,28.8
Oregon,Umatilla,40149,10.6,23.6,33
Oregon,Union,40151,9,17,25.7
Oregon,Wallowa,40153,10.1,19.8,25.1
Oregon,Wasco,41001,10.5,17.9,30
Oregon,Washington,41003,7.5,13.9,25.6
Oregon,Wheeler,41005,11.6,19.6,25.3
Oregon,Yamhill,41007,7.9,16,29.7
Pennsylvania,Adams,41009,11.5,24.8,31
Pennsylvania,Allegheny,41011,9,23.7,26.6
Pennsylvania,Armstrong,41013,11.6,25.2,33.9
Pennsylvania,Beaver,41015,11.6,28.1,31
Pennsylvania,Bedford,41017,13.6,28.7,34
Pennsylvania,Berks,41019,10.1,24.6,30.2
Pennsylvania,Blair,41021,10.9,31,33.1
Pennsylvania,Bradford,41023,10.7,25.6,33
Pennsylvania,Bucks,41025,9.3,22.4,25.5
Pennsylvania,Butler,41027,10.2,22.9,30
Pennsylvania,Cambria,41029,12.6,28.1,31.9
Pennsylvania,Cameron,41031,11.7,25.9,27.2
Pennsylvania,Carbon,41033,11.3,28.6,35.6
Pennsylvania,Centre,41035,7.2,18.1,23.9
Pennsylvania,Chester,41037,8.3,17.4,23.1
Pennsylvania,Clarion,41039,10.8,23.8,33.4
Pennsylvania,Clearfield,41041,12.4,25.2,30.1
Pennsylvania,Clinton,41043,9.3,25.5,34.8
Pennsylvania,Columbia,41045,11.5,24.9,34.6
Pennsylvania,Crawford,41047,11.8,26.6,31.7
Pennsylvania,Cumberland,41049,9.5,19.1,24.6
Pennsylvania,Dauphin,41051,12.1,25.2,33.7
Pennsylvania,Delaware,41053,8.3,21,25.7
Pennsylvania,Elk,41055,12.8,28.2,28.6
Pennsylvania,Erie,41057,10.6,26.6,29.1
